current_facet_id,facet_id,c,value
1771,1771,1056,Staatsbibliotheken
1777,4,16,Fotos
1777,1,3,Fotografie
1777,2,1,Foto
1777,21,16,Monografie
1777,66,8,Ortskatalog zur Kunst und Architektur
1777,14,2,Monographie
1777,72,85,Politik
1777,51,1,Druck
1777,27,1,Zeichenkunst
1777,50,8,Druckgrafik
1777,28,1,Zeichnung
1777,179,1,Band
1777,178,8,Online-Publikation
1777,115,45,Wirtschaft
1777,186,181,Zeitschrift
1777,12,252,Recht
1777,58,866,Nachrichtenmedien, Journalismus, Verlagswesen
1777,201,51,Zeitschriften, fortlaufende Sammelwerke
1777,184,52,Geschichte
1777,77,1,Sport
1777,568,5,Druckgraphik
1777,263,1,Landwirtschaft, Veterinärmedizin
1777,530,288,Geschichte Deutschlands
1777,185,13,Quelle
1777,188,1,Theologie, Christentum
1777,529,285,Geografie, Reisen (Deutschland)
1777,1482,70,Deutschland
1777,1044,105,Literatur, Rhetorik, Literaturwissenschaft
1777,974,27,Geschichte Europas
1777,962,15,Geografie, Reisen
1777,1542,11,Soziale Probleme, Sozialdienste, Versicherungen
1777,196,68,Handel, Kommunikation, Verkehr
1777,439,1,Französische Literatur
1777,575,1,Ausstellung
1777,441,1,Spanische und portugiesische Literatur
1777,440,1,Italienische, rumänische, rätoromanische Literatur
1777,1046,6,Literatur
1777,1174,25,Künste, Bildende Kunst allgemein
1777,59,79,Freizeitgestaltung, Darstellende Kunst
1777,691,1,VD18 digital
1777,447,1,Fortlaufendes Sammelwerk
1777,421,1,Kunst
1777,830,97,Deutsche Literatur
1777,194,2,Schriftkunst
1777,2063,12,Frankreich
1777,1226,1,Deutsch
1777,1730,2,Archivalien
1777,779,2,Bibliographie
1777,2381,41,Europa
1777,1777,1056,Zeitung
1777,1934,2,Flugschrift
1777,454,6,Druckerzeugnis
1777,6962,1,Bibliothek
1875,4,527,Fotos
1875,10,948,Architektur
1875,66,523,Ortskatalog zur Kunst und Architektur
1875,24,1,Bild
1875,51,1,Druck
1875,36,13,Wohnhaus
1875,50,1,Druckgrafik
1875,132,1,Malerei
1875,126,1,Kirche
1875,187,6,Bauernhof
1875,1173,3,Bauernhaus
1875,1875,964,Scheune
1934,4,2,Fotos
1934,21,3,Monografie
1934,66,2,Ortskatalog zur Kunst und Architektur
1934,14,831,Monographie
1934,72,1,Politik
1934,50,2,Druckgrafik
1934,179,4,Band
1934,178,1,Online-Publikation
1934,186,5,Zeitschrift
1934,568,1,Druckgraphik
1934,858,1,Handschrift
1934,112,1,Buchkunst
1934,61,4,Enthaltenes Werk
1934,530,1,Geschichte Deutschlands
1934,1277,75,Buch
1934,1482,1,Deutschland
1934,105,1,mehrbändiges Werk
1934,1029,5,Verordnung
1934,33,28,Lyrik
1934,851,18,Lied
1934,34,4,Gelegenheitsschrift:Tod
1934,455,6,Einblattdruck
1934,2022,3,Medizin
1934,828,1,sonstiger Text
1934,854,30,Brief
1934,131,1,920 - Biografie, Genealogie
1934,4972,4,Astronomie
1934,444,1,Rezension
1934,1777,2,Zeitung
1934,3160,75,Historische Drucke: 1601 bis 1700
1934,472,1,Biographie
1934,486,53,940 - Geschichte Europas
1934,475,7,Amtsdruckschrift / Gesetzessammlung / Verordnung / Vertrag / Gesetz / Edikt
1934,2716,3,Traktat
1934,1934,851,Flugschrift
2200,4,519,Fotos
2200,1,38,Fotografie
2200,2,11,Foto
2200,21,2,Monografie
2200,10,1026,Architektur
2200,66,361,Ortskatalog zur Kunst und Architektur
2200,82,1,Karten und Pläne
2200,36,14,Wohnhaus
2200,31,3,AV-Materialien
2200,178,1,Online-Publikation
2200,126,5,Kirche
2200,114,3,Straße
2200,327,3,Wohn- und Geschäftshaus
2200,761,2,Schloss
2200,1027,2,Denkmal
2200,296,2,Brunnen
2200,1039,1,Kultur
2200,264,1,Hauswirtschaft und Familienleben
2200,831,1,Theater
2200,329,4,Platz
2200,96,15,Gasthaus
2200,4359,5,Aufbau
2200,513,4,Kloster
2200,294,1,Innenraum
2200,1370,1,Laden
2200,1491,1,Museum
2200,2200,1061,Hotel
2200,5104,19,Gaststätte
2200,435,1,Modell
2200,1192,2,Palais
2200,1674,1,Krankenhaus
2200,772,5,Profanarchitektur
2200,704,1,Kreuzgang
2258,179,838,Band
2258,1283,40,Varia
2258,2257,847,Bucherhaltung
2258,805,9,fortlaufendes Sammelwerk
2258,2258,847,GöttingerUniversitätsgeschichte-GedruckteWerke
2324,4,645,Fotos
2324,1,115,Fotografie
2324,2,1,Foto
2324,21,51,Monografie
2324,66,612,Ortskatalog zur Kunst und Architektur
2324,52,19,Technik-Katalog
2324,51,19,Druck
2324,6,752,Kunstgewerbe
2324,50,19,Druckgrafik
2324,132,26,Malerei
2324,28,1,Zeichnung
2324,179,2,Band
2324,178,47,Online-Publikation
2324,85,2,Buchmalerei
2324,184,27,Geschichte
2324,91,9,Möbel
2324,185,1,Quelle
2324,867,1,Musik-Katalog
2324,1277,3,Buch
2324,1482,1,Deutschland
2324,605,1,Militär
2324,422,50,Auktionskatalog
2324,417,33,Kunsthandwerk
2324,224,1,Miniatur
2324,575,2,Ausstellung
2324,499,1,Industrielle und handwerkliche Fertigung
2324,421,9,Kunst
2324,418,20,Arbeiten auf Papier
2324,1456,27,Sammlung
2324,3183,21,Plastik
2324,2324,880,Waffe
2324,331,2,Münze
2355,21,914,Monografie
2355,64,7,Aufsatz
2355,51,1,Druck
2355,178,2,Online-Publikation
2355,186,47,Zeitschrift
2355,58,2,Nachrichtenmedien, Journalismus, Verlagswesen
2355,235,70,Biowissenschaften, Biologie
2355,184,5,Geschichte
2355,320,67,Physik
2355,450,4,Stadt
2355,215,76,Chemie
2355,263,1,Landwirtschaft, Veterinärmedizin
2355,315,73,Tiere
2355,529,5,Geografie, Reisen (Deutschland)
2355,168,897,Geowissenschaften
2355,1482,3,Deutschland
2355,211,1,Grundriss
2355,18,67,Astronomie, Kartographie
2355,170,67,Naturwissenschaften
2355,962,5,Geografie, Reisen
2355,1542,1,Soziale Probleme, Sozialdienste, Versicherungen
2355,39,1,Sozialwissenschaften, Soziologie, Anthropologie
2355,314,68,Pflanzen (Botanik)
2355,859,1,Mehrbändiges Werk
2355,447,6,Fortlaufendes Sammelwerk
2355,1140,1,Bergbau
2355,80,1,Alte Geschichte, Archäologie
2355,2640,28,Bericht
2355,221,2,Statistik
2355,2651,1,Kongress
2355,2355,1021,Paläontologie
2355,435,15,Modell
2355,2090,5,Bräuche, Etikette, Folklore
2463,4,504,Fotos
2463,1,17,Fotografie
2463,2,4,Foto
2463,21,1,Monografie
2463,10,900,Architektur
2463,66,494,Ortskatalog zur Kunst und Architektur
2463,24,1,Bild
2463,52,1,Technik-Katalog
2463,51,4,Druck
2463,36,2,Wohnhaus
2463,27,1,Zeichenkunst
2463,50,4,Druckgrafik
2463,23,1,Tafelmalerei
2463,28,1,Zeichnung
2463,178,1,Online-Publikation
2463,391,4,Kartenforum
2463,126,1,Kirche
2463,761,5,Schloss
2463,267,1,Keramik
2463,1027,1,Denkmal
2463,437,3,Rathaus
2463,296,3,Brunnen
2463,329,1,Platz
2463,123,7,Gebäude
2463,3966,1,Gefäß
2463,2463,921,Marktplatz
2463,704,1,Kreuzgang
2716,21,7,Monografie
2716,10,3,Architektur
2716,14,777,Monographie
2716,64,65,Aufsatz
2716,155,1,Gesellschaft
2716,51,1,Druck
2716,28,3,Zeichnung
2716,179,1,Band
2716,178,6,Online-Publikation
2716,568,1,Druckgraphik
2716,215,2,Chemie
2716,858,1,Handschrift
2716,112,14,Buchkunst
2716,61,2,Enthaltenes Werk
2716,188,1,Theologie, Christentum
2716,1277,10,Buch
2716,105,3,mehrbändiges Werk
2716,1175,1,Buchseite
2716,33,1,Lyrik
2716,34,1,Gelegenheitsschrift:Tod
2716,830,1,Deutsche Literatur
2716,1202,1,Theologie
2716,2022,20,Medizin
2716,156,1,Dissertation:jur.
2716,854,4,Brief
2716,883,1,Buchillustration
2716,1456,1,Sammlung
2716,3183,1,Plastik
2716,1414,3,Vorlesungsverzeichnis
2716,779,2,Bibliographie
2716,4972,1,Astronomie
2716,444,1,Rezension
2716,3160,10,Historische Drucke: 1601 bis 1700
2716,472,2,Biographie
2716,2716,871,Traktat
2716,1934,3,Flugschrift
2716,1116,5,Gelegenheitsschrift:Einladung
2716,562,5,Geldwesen
2716,963,1,Geographie
2867,4,868,Fotos
2867,1,869,Fotografie
2867,2,868,Foto
2867,21,29,Monografie
2867,132,6,Malerei
2867,31,73,AV-Materialien
2867,28,1,Zeichnung
2867,60,2,Bildnis
2867,178,13,Online-Publikation
2867,85,2,Buchmalerei
2867,184,8,Geschichte
2867,319,1,Musik
2867,450,2,Stadt
2867,45,3,Landwirtschaft
2867,380,1,Natur
2867,1277,5,Buch
2867,1482,18,Deutschland
2867,424,8,Künstler
2867,422,1,Auktionskatalog
2867,33,25,Lyrik
2867,851,1,Lied
2867,238,15,Porträt
2867,224,1,Miniatur
2867,575,4,Ausstellung
2867,1046,69,Literatur
2867,1174,1,Künste, Bildende Kunst allgemein
2867,859,2,Mehrbändiges Werk
2867,1377,2,Ausstellungen
2867,287,1,Landschaft
2867,1039,1,Kultur
2867,479,1,Schule
2867,586,3,Biografie, Genealogie, Heraldik
2867,447,1,Fortlaufendes Sammelwerk
2867,421,4,Kunst
2867,830,4,Deutsche Literatur
2867,831,1,Theater
2867,311,1,Freizeit
2867,1814,8,Aufsatzsammlung
2867,2063,1,Frankreich
2867,967,1,Alltag
2867,1226,9,Deutsch
2867,1601,1,Jugend
2867,2651,2,Kongress
2867,779,3,Bibliographie
2867,1491,3,Museum
2867,2867,1058,Schriftsteller
2867,569,2,Dorf
2867,472,31,Biographie
2906,179,905,Band
2906,186,955,Zeitschrift
2906,805,50,fortlaufendes Sammelwerk
2906,486,7,940 - Geschichte Europas
2906,2906,955,Hamburgensien: Zeitschriften
2906,2907,941,050 - Zeitschriften, fortlaufende Sammelwerke
2907,179,897,Band
2907,186,941,Zeitschrift
2907,805,44,fortlaufendes Sammelwerk
2907,486,7,940 - Geschichte Europas
2907,2906,941,Hamburgensien: Zeitschriften
2907,2907,941,050 - Zeitschriften, fortlaufende Sammelwerke
3160,14,933,Monographie
3160,179,74,Band
3160,215,10,Chemie
3160,363,10,Mathematik
3160,1277,1038,Buch
3160,105,31,mehrbändiges Werk
3160,1029,28,Verordnung
3160,510,3,Leichenpredigt
3160,33,59,Lyrik
3160,851,9,Lied
3160,34,65,Gelegenheitsschrift:Tod
3160,455,2,Einblattdruck
3160,2022,7,Medizin
3160,156,5,Dissertation:jur.
3160,55,1,Schauspiel
3160,854,11,Brief
3160,131,2,920 - Biografie, Genealogie
3160,1740,95,Libretto
3160,524,4,Geometrie
3160,857,34,830 - Deutsche und verwandte Literaturen
3160,779,3,Bibliographie
3160,4972,7,Astronomie
3160,1353,1,Dissertation:phil.
3160,3160,1038,Historische Drucke: 1601 bis 1700
3160,472,3,Biographie
3160,446,8,Dissertation:theol.
3160,486,155,940 - Geschichte Europas
3160,2716,10,Traktat
3160,1934,75,Flugschrift
3160,1108,5,Schulbuch
3160,1116,4,Gelegenheitsschrift:Einladung
3160,562,6,Geldwesen
3160,963,3,Geographie
3339,4,67,Fotos
3339,10,3,Architektur
3339,66,35,Ortskatalog zur Kunst und Architektur
3339,15,281,Skulptur
3339,6,3,Kunstgewerbe
3339,172,1,Grabskulptur
3339,16,12,Statue
3339,153,559,Bauskulptur
3339,73,12,Relief
3339,738,15,Sakralraumskulptur
3339,353,2,Kapitell
3339,116,1,Altarskulptur
3339,268,1,Gruppe (2-figurig)
3339,378,2,Reliefplastik
3339,758,23,Portalskulptur
3339,361,6,Rundplastik
3339,1672,1,Sitzfigur
3339,173,1,Epitaph
3339,181,2,Konsole
3339,3339,898,Konsolfigur
3339,1037,1,Rundplastik (Rückseite ausgearbeitet)
3620,25,902,Prospekt
3620,3620,902,elektronisch
3620,3620,902,elektronisch
3911,21,37,Monografie
3911,10,3,Architektur
3911,14,1,Monographie
3911,72,62,Politik
3911,132,5,Malerei
3911,28,1,Zeichnung
3911,60,2,Bildnis
3911,179,4,Band
3911,178,44,Online-Publikation
3911,111,1,Wandmalerei
3911,85,1,Buchmalerei
3911,115,20,Wirtschaft
3911,186,164,Zeitschrift
3911,12,65,Recht
3911,58,13,Nachrichtenmedien, Journalismus, Verlagswesen
3911,201,4,Zeitschriften, fortlaufende Sammelwerke
3911,184,81,Geschichte
3911,320,3,Physik
3911,328,1,Bauwesen
3911,319,10,Musik
3911,126,2,Kirche
3911,253,19,Ingenieurwissenschaften und Maschinenbau
3911,250,1,Künstlerzeitschrift
3911,251,1,Zeitschriften-Beitrag
3911,858,1,Handschrift
3911,45,3,Landwirtschaft
3911,1030,1,Karte
3911,185,101,Quelle
3911,315,3,Tiere
3911,363,42,Mathematik
3911,168,3,Geowissenschaften
3911,1277,3,Buch
3911,322,3,Ort
3911,1482,22,Deutschland
3911,152,19,Technische Chemie
3911,170,42,Naturwissenschaften
3911,605,60,Militär
3911,1044,4,Literatur, Rhetorik, Literaturwissenschaft
3911,974,24,Geschichte Europas
3911,962,23,Geografie, Reisen
3911,422,20,Auktionskatalog
3911,33,1,Lyrik
3911,851,1,Lied
3911,417,1,Kunsthandwerk
3911,130,2,Graphik
3911,575,1,Ausstellung
3911,1046,6,Literatur
3911,1174,4,Künste, Bildende Kunst allgemein
3911,859,1,Mehrbändiges Werk
3911,191,5,Urkunde
3911,1834,8,Bayern
3911,421,33,Kunst
3911,1140,61,Bergbau
3911,1814,4,Aufsatzsammlung
3911,175,42,Technik
3911,2063,13,Frankreich
3911,1226,1,Deutsch
3911,418,10,Arbeiten auf Papier
3911,854,2,Brief
3911,1456,13,Sammlung
3911,221,9,Statistik
3911,3183,1,Plastik
3911,1539,4,Altkarte
3911,977,1,Hausbau, Bauhandwerk
3911,2651,3,Kongress
3911,2381,1,Europa
3911,627,1,Staatliche Hochschule für Baukunst und Bildende Künste Weimar 1946-1951
3911,1491,1,Museum
3911,472,1,Biographie
3911,733,19,Kirchen
3911,628,4,Kinder
3911,624,1,Großherzoglich Sächsische Kunstschule zu Weimar 1860-1910
3911,3911,900,Österreich
3911,1108,1,Schulbuch
3911,7,1,Medaille
3911,1800,4,Inschrift
3911,678,12,Schlösser
3911,331,8,Münze
3911,6962,1,Bibliothek
3911,5100,29,Organisationen, Museumswissenschaft
3911,2233,4,Schiffe
4104,21,36,Monografie
4104,72,3,Politik
4104,22,2,Medizin, Gesundheit
4104,179,2,Band
4104,115,2,Wirtschaft
4104,186,20,Zeitschrift
4104,12,7,Recht
4104,58,46,Nachrichtenmedien, Journalismus, Verlagswesen
4104,262,7,Erziehung, Schul- und Bildungswesen
4104,201,29,Zeitschriften, fortlaufende Sammelwerke
4104,184,15,Geschichte
4104,320,2,Physik
4104,319,8,Musik
4104,253,3,Ingenieurwissenschaften und Maschinenbau
4104,263,2,Landwirtschaft, Veterinärmedizin
4104,858,1,Handschrift
4104,530,8,Geschichte Deutschlands
4104,185,1,Quelle
4104,188,30,Theologie, Christentum
4104,529,2,Geografie, Reisen (Deutschland)
4104,168,3,Geowissenschaften
4104,1277,46,Buch
4104,1482,40,Deutschland
4104,169,108,Allgemeines, Wissenschaft
4104,1044,6,Literatur, Rhetorik, Literaturwissenschaft
4104,974,14,Geschichte Europas
4104,962,13,Geografie, Reisen
4104,39,4,Sozialwissenschaften, Soziologie, Anthropologie
4104,439,1,Französische Literatur
4104,1174,1,Künste, Bildende Kunst allgemein
4104,859,2,Mehrbändiges Werk
4104,59,8,Freizeitgestaltung, Darstellende Kunst
4104,586,16,Biografie, Genealogie, Heraldik
4104,447,2,Fortlaufendes Sammelwerk
4104,830,16,Deutsche Literatur
4104,1212,67,Bibliotheks- und Informationswissenschaft
4104,80,1,Alte Geschichte, Archäologie
4104,175,41,Technik
4104,2063,115,Frankreich
4104,1470,3,Literatur in anderen Sprachen
4104,779,189,Bibliographie
4104,2381,9,Europa
4104,444,9,Rezension
4104,4104,899,Bibliografien
4104,5100,1,Organisationen, Museumswissenschaft
4303,4,321,Fotos
4303,1,10,Fotografie
4303,2,1,Foto
4303,21,2,Monografie
4303,10,719,Architektur
4303,66,285,Ortskatalog zur Kunst und Architektur
4303,64,1,Aufsatz
4303,25,7,Prospekt
4303,52,1,Technik-Katalog
4303,15,18,Skulptur
4303,51,3,Druck
4303,36,4,Wohnhaus
4303,6,31,Kunstgewerbe
4303,27,1,Zeichenkunst
4303,50,5,Druckgrafik
4303,153,41,Bauskulptur
4303,391,4,Kartenforum
4303,761,2,Schloss
4303,211,1,Grundriss
4303,417,1,Kunsthandwerk
4303,2093,2,Burg
4303,378,4,Reliefplastik
4303,3133,1,Ansicht
4303,329,1,Platz
4303,108,1,Brücke
4303,649,1,Kapelle
4303,1393,32,Schmiedekunst
4303,3806,7,Turm
4303,3183,2,Plastik
4303,1035,1,Freiskulptur
4303,850,2,Stadttor
4303,373,1,Fenster
4303,4303,853,Tor
4303,927,1,Tür
4303,1800,2,Inschrift
4303,5300,1,Friedhof
5104,4,611,Fotos
5104,1,116,Fotografie
5104,21,1,Monografie
5104,10,979,Architektur
5104,66,475,Ortskatalog zur Kunst und Architektur
5104,15,1,Skulptur
5104,36,43,Wohnhaus
5104,178,1,Online-Publikation
5104,73,1,Relief
5104,126,2,Kirche
5104,114,3,Straße
5104,327,8,Wohn- und Geschäftshaus
5104,761,2,Schloss
5104,1027,1,Denkmal
5104,167,1,Portal
5104,437,2,Rathaus
5104,296,1,Brunnen
5104,1039,3,Kultur
5104,1834,1,Bayern
5104,831,1,Theater
5104,329,5,Platz
5104,96,2,Gasthaus
5104,1219,1,Stadtplan
5104,4359,1,Aufbau
5104,1539,1,Altkarte
5104,598,3,Verwaltungsgebäude
5104,1370,1,Laden
5104,1491,1,Museum
5104,2200,19,Hotel
5104,569,1,Dorf
5104,5104,1009,Gaststätte
5104,435,1,Modell
5104,1674,1,Krankenhaus
5104,6962,1,Bibliothek
5776,25,939,Prospekt
5776,5776,939,Straßenbaumaschine
5776,5776,939,Straßenbaumaschine
5933,4,300,Fotos
5933,1,15,Fotografie
5933,2,1,Foto
5933,21,1,Monografie
5933,66,285,Ortskatalog zur Kunst und Architektur
5933,15,60,Skulptur
5933,6,672,Kunstgewerbe
5933,178,2,Online-Publikation
5933,738,14,Sakralraumskulptur
5933,622,7,Statuette
5933,267,15,Keramik
5933,417,14,Kunsthandwerk
5933,2093,1,Burg
5933,268,4,Gruppe (2-figurig)
5933,378,1,Reliefplastik
5933,452,30,Goldschmiedekunst
5933,1456,1,Sammlung
5933,561,1,Kruzifix
5933,580,9,Vase
5933,1393,34,Schmiedekunst
5933,48,1,Figur
5933,657,1,Tierfigur
5933,1249,1,Musizierende
5933,896,2,Schale
5933,1360,1,Wappen
5933,1635,2,Kanne
5933,5933,855,Leuchter
5933,1271,2,Kleinskulptur
5933,686,1,Reliquiar
5933,1397,1,Glasgefäß
1493,4,26,Fotos
1493,21,6,Monografie
1493,66,26,Ortskatalog zur Kunst und Architektur
1493,51,28,Druck
1493,27,514,Zeichenkunst
1493,50,4,Druckgrafik
1493,28,12,Zeichnung
1493,178,1,Online-Publikation
1493,568,206,Druckgraphik
1493,253,4,Ingenieurwissenschaften und Maschinenbau
1493,204,1,Sonstiges
1493,211,147,Grundriss
1493,606,17,Plan
1493,288,85,Entwurf
1493,499,1,Industrielle und handwerkliche Fertigung
1493,151,5,Zeichnung / Skizze
1493,755,146,Aufriss
1493,311,2,Freizeit
1493,883,8,Buchillustration
1493,148,3,Bleistift
1493,1961,1,Skizze
1493,1426,4,Studie
1493,1412,4,Modellbau
1493,1479,3,vorbereitende Zeichnung
1493,1493,808,Querschnitt
1493,1987,6,Sakralbau
1493,1294,2,Bleistift, Feder
861,4,158,Fotos
861,1,11,Fotografie
861,2,1,Foto
861,66,151,Ortskatalog zur Kunst und Architektur
861,15,4,Skulptur
861,16,349,Statue
861,73,18,Relief
861,239,1,Grabstein
861,353,2,Kapitell
861,761,1,Schloss
861,1027,1,Denkmal
861,288,1,Entwurf
861,296,12,Brunnen
861,268,86,Gruppe (2-figurig)
861,571,17,Büste
861,362,8,Zyklus
861,361,51,Rundplastik
861,1672,18,Sitzfigur
861,757,6,Kopf
861,1831,29,Gruppe
861,580,47,Vase
861,1035,2,Freiskulptur
861,48,23,Figur
861,657,11,Tierfigur
861,3966,2,Gefäß
861,896,1,Schale
861,1036,11,Gruppe (3-figurig)
861,435,1,Modell
861,861,804,Gartenskulptur
861,1037,84,Rundplastik (Rückseite ausgearbeitet)
861,3017,2,Park
2167,24,1,Bild
2167,2794,137,Haar- und Bartpflege
2167,191,1,Urkunde
2167,1261,1,Postkarte
2167,3168,16,Frisör
2167,2167,800,Kosmetika
4629,4,98,Fotos
4629,1,11,Fotografie
4629,2,10,Foto
4629,21,20,Monografie
4629,10,770,Architektur
4629,66,25,Ortskatalog zur Kunst und Architektur
4629,51,1,Druck
4629,36,15,Wohnhaus
4629,50,1,Druckgrafik
4629,179,6,Band
4629,178,31,Online-Publikation
4629,111,1,Wandmalerei
4629,16,1,Statue
4629,391,1,Kartenforum
4629,73,1,Relief
4629,184,6,Geschichte
4629,126,1,Kirche
4629,185,4,Quelle
4629,761,10,Schloss
4629,167,1,Portal
4629,437,22,Rathaus
4629,2093,9,Burg
4629,859,4,Mehrbändiges Werk
4629,1565,5,Villa
4629,421,1,Kunst
4629,580,1,Vase
4629,3806,1,Turm
4629,513,2,Kloster
4629,598,5,Verwaltungsgebäude
4629,1491,9,Museum
4629,850,1,Stadttor
4629,4629,799,Palast
4629,1800,2,Inschrift
310,21,690,Monografie
310,10,1,Architektur
310,72,2,Politik
310,22,2,Medizin, Gesundheit
310,115,27,Wirtschaft
310,186,1,Zeitschrift
310,12,4,Recht
310,58,1,Nachrichtenmedien, Journalismus, Verlagswesen
310,262,1,Erziehung, Schul- und Bildungswesen
310,201,1,Zeitschriften, fortlaufende Sammelwerke
310,235,47,Biowissenschaften, Biologie
310,320,2,Physik
310,77,1,Sport
310,215,2,Chemie
310,253,54,Ingenieurwissenschaften und Maschinenbau
310,263,42,Landwirtschaft, Veterinärmedizin
310,315,8,Tiere
310,168,33,Geowissenschaften
310,152,27,Technische Chemie
310,18,1,Astronomie, Kartographie
310,170,2,Naturwissenschaften
310,962,4,Geografie, Reisen
310,1542,39,Soziale Probleme, Sozialdienste, Versicherungen
310,196,3,Handel, Kommunikation, Verkehr
310,39,12,Sozialwissenschaften, Soziologie, Anthropologie
310,427,9,Management
310,314,8,Pflanzen (Botanik)
310,499,4,Industrielle und handwerkliche Fertigung
310,264,3,Hauswirtschaft und Familienleben
310,1834,2,Bayern
310,447,30,Fortlaufendes Sammelwerk
310,780,1,Philosophie
310,175,1,Technik
310,2640,1,Bericht
310,977,21,Hausbau, Bauhandwerk
310,3122,2,Öffentliche Verwaltung
310,435,1,Modell
310,1454,11,Landschaftsgestaltung, Raumplanung
310,310,797,Natürliche Ressourcen, Energie und Umwelt
310,6464,8,Elektrotechnik, Elektronik
1800,4,33,Fotos
1800,21,214,Monografie
1800,10,27,Architektur
1800,66,33,Ortskatalog zur Kunst und Architektur
1800,72,1,Politik
1800,15,74,Skulptur
1800,6,14,Kunstgewerbe
1800,27,1,Zeichenkunst
1800,132,2,Malerei
1800,28,2,Zeichnung
1800,179,11,Band
1800,172,10,Grabskulptur
1800,178,550,Online-Publikation
1800,111,21,Wandmalerei
1800,16,8,Statue
1800,153,29,Bauskulptur
1800,186,5,Zeitschrift
1800,73,16,Relief
1800,239,3,Grabstein
1800,145,7,Wandbild
1800,184,12,Geschichte
1800,738,1,Sakralraumskulptur
1800,185,33,Quelle
1800,413,2,Grabmal
1800,1482,1,Deutschland
1800,605,1,Militär
1800,116,2,Altarskulptur
1800,622,1,Statuette
1800,412,2,Denkmalskulptur
1800,267,5,Keramik
1800,1027,2,Denkmal
1800,167,2,Portal
1800,1046,2,Literatur
1800,859,12,Mehrbändiges Werk
1800,191,3,Urkunde
1800,1039,1,Kultur
1800,1834,1,Bayern
1800,447,5,Fortlaufendes Sammelwerk
1800,194,18,Schriftkunst
1800,585,1,Plastik, Numismatik, Keramik, Metallkunst
1800,80,1,Alte Geschichte, Archäologie
1800,173,1,Epitaph
1800,108,2,Brücke
1800,1456,7,Sammlung
1800,580,3,Vase
1800,3183,9,Plastik
1800,513,1,Kloster
1800,181,1,Konsole
1800,3966,5,Gefäß
1800,4972,1,Astronomie
1800,1491,1,Museum
1800,482,1,Hochaltar
1800,1360,6,Wappen
1800,472,1,Biographie
1800,1014,3,Sarkophag
1800,3911,4,Österreich
1800,4303,2,Tor
1800,927,1,Tür
1800,4629,2,Palast
1800,1800,793,Inschrift
1800,2090,1,Bräuche, Etikette, Folklore
1800,765,2,Handel
1800,963,3,Geographie
1800,331,3,Münze
772,4,19,Fotos
772,1,11,Fotografie
772,2,11,Foto
772,21,5,Monografie
772,10,8,Architektur
772,51,67,Druck
772,6,1,Kunstgewerbe
772,27,545,Zeichenkunst
772,50,78,Druckgrafik
772,28,635,Zeichnung
772,179,42,Band
772,178,6,Online-Publikation
772,391,243,Kartenforum
772,184,3,Geschichte
772,203,25,Text
772,112,6,Buchkunst
772,1277,3,Buch
772,3133,10,Ansicht
772,2063,1,Frankreich
772,967,1,Alltag
772,1219,1,Stadtplan
772,1360,1,Wappen
772,2200,5,Hotel
772,357,1,Dresden
772,772,783,Profanarchitektur
772,1987,2,Sakralbau
772,2925,1,Ortsansicht
686,4,34,Fotos
686,21,2,Monografie
686,10,1,Architektur
686,66,34,Ortskatalog zur Kunst und Architektur
686,15,140,Skulptur
686,6,449,Kunstgewerbe
686,23,1,Tafelmalerei
686,132,2,Malerei
686,178,6,Online-Publikation
686,16,4,Statue
686,153,1,Bauskulptur
686,73,1,Relief
686,184,1,Geschichte
686,738,44,Sakralraumskulptur
686,112,1,Buchkunst
686,1277,2,Buch
686,116,6,Altarskulptur
686,622,7,Statuette
686,1540,1,Altar
686,1174,1,Künste, Bildende Kunst allgemein
686,268,2,Gruppe (2-figurig)
686,378,4,Reliefplastik
686,571,7,Büste
686,361,5,Rundplastik
686,452,136,Goldschmiedekunst
686,1672,1,Sitzfigur
686,649,1,Kapelle
686,757,1,Kopf
686,1456,1,Sammlung
686,561,3,Kruzifix
686,1393,1,Schmiedekunst
686,5933,1,Leuchter
686,1271,7,Kleinskulptur
686,686,779,Reliquiar
686,1037,8,Rundplastik (Rückseite ausgearbeitet)
2090,21,115,Monografie
2090,72,10,Politik
2090,22,9,Medizin, Gesundheit
2090,115,6,Wirtschaft
2090,186,230,Zeitschrift
2090,12,1,Recht
2090,58,180,Nachrichtenmedien, Journalismus, Verlagswesen
2090,262,2,Erziehung, Schul- und Bildungswesen
2090,201,4,Zeitschriften, fortlaufende Sammelwerke
2090,235,29,Biowissenschaften, Biologie
2090,184,64,Geschichte
2090,263,3,Landwirtschaft, Veterinärmedizin
2090,530,61,Geschichte Deutschlands
2090,185,28,Quelle
2090,188,5,Theologie, Christentum
2090,315,3,Tiere
2090,529,61,Geografie, Reisen (Deutschland)
2090,168,5,Geowissenschaften
2090,1482,5,Deutschland
2090,170,9,Naturwissenschaften
2090,169,1,Allgemeines, Wissenschaft
2090,1044,48,Literatur, Rhetorik, Literaturwissenschaft
2090,974,290,Geschichte Europas
2090,962,450,Geografie, Reisen
2090,1542,1,Soziale Probleme, Sozialdienste, Versicherungen
2090,39,35,Sozialwissenschaften, Soziologie, Anthropologie
2090,427,1,Management
2090,314,1,Pflanzen (Botanik)
2090,130,1,Graphik
2090,439,1,Französische Literatur
2090,575,1,Ausstellung
2090,1046,9,Literatur
2090,1174,3,Künste, Bildende Kunst allgemein
2090,511,5,Psychologie
