"id","name","count"
15604,"Schlitz gen. von Görtz, Carl Graf von (1822-1885)",133
16046,"Zeichnung/Grafik",133
16813,"Streitigkeiten",133
17083,"Gesetzblatt",133
19159,"Modefotografie",133
279,"Krankenversicherung",132
2088,"Reisen: Tourismus",132
2511,"Romantik",132
3059,"Weinbau",132
4072,"Trachtenpuppen",132
4247,"Fluorit",132
6045,"Blechschild",132
7770,"Wasserfahrzeuge",132
7981,"Osteuropa",132
9444,"Vogelschaubild",132
12954,"Hochstift Bamberg",132
15410,"Niederlande",132
17755,"Rollenporträt",132
640,"BRD",131
3632,"Pontus und Sidonia",131
3643,"Betrug",131
3660,"Mensch-Tier-Gruppe",131
7565,"Inszenierung",131
10410,"19. Jahrhundert",131
13057,"Schmalfilmkamera",131
19529,"Filter",131
1610,"Osmanisches Reich",130
1828,"Grundbücher; Auszüge",130
3915,"Isometrie",130
4040,"Restaurant",130
6320,"Weihwasserbecken",130
6425,"Kettenrad",130
7764,"Monochromie",130
8917,"Pfarrer",130
9313,"Vergleich",130
11834,"Mathematikunterricht",130
19249,"Portfolio-Grasser",130
30229,"Organische Chemie",130
136,"Paare",129
631,"Kaufmann",129
2373,"Heiligtum",129
2860,"Rohrpostanlage",129
3855,"NMR-Spektroskopie",129
6444,"Rechnungswesen",129
9409,"Halskette",129
9650,"35B40",129
9990,"Fahrzeuge",129
1088,"Glocke",128
3088,"Moschee",128
4378,"Badehaus",128
4936,"Expressionismus",128
5945,"Gasthof",128
6236,"Numerische Strömungssimulation",128
7151,"Tuberkulosebekämpfung",128
7730,"Mythos",128
8687,"Kassenbuch",128
11468,"Restaurierung",128
11848,"Diözese Regensburg",128
13333,"обыкновенные дифференциальные уравнения",128
16690,"Bauteil, Ausstattung, Wohnen",128
21881,"Staatsstraße Nr. 49 Ulm - Friedrichshafen",128
25338,"Ziborium",128
4609,"Eßtisch",127
4974,"Küchenarbeit",127
5630,"Friedhöfe",127
6732,"780 - Musik",127
7033,"Slawische Sprachen",127
8308,"Numismatik",127
11171,"Marstall",127
12205,"Jubiläum",127
17888,"Stetigförderer",127
637,"Kanzelaltar",126
1792,"Geoinformationssystem",126
4169,"Bundestagswahl 2002",126
5105,"Statuettengruppe",126
5986,"Messung",126
7124,"Badische Schwesternschaft vom Roten Kreuz; Mutterhaus",126
8951,"Gruppe der Sowjetischen Streitkräfte in Deutschland | GSSD",126
18204,"Bekrönung",126
23258,"Dresden-Hellerau",126
25885,"Vertrag",126
1111,"Anleitung",125
1345,"Pfründner; Verzeichnis",125
2008,"Musikzeitschrift",125
2100,"Schulwandbild Anschauungsunterricht",125
2431,"Mann",125
4322,"Kirche (evangelisch-lutherisch)",125
5824,"Weltkrieg <1914-1918>",125
6413,"Straßen",125
7104,"Bodenbenutzungserhebung",125
8345,"топология",125
8932,"Portfolio-Peter-sen",125
9768,"Motiv",125
10364,"Handel; Einzelhandel",125
11420,"höfische Feste",125
12378,"Gebet",125
12656,"Landesregierung: Ministerpräsident",125
17460,"Landesregierung",125
18269,"Stellwerk",125
1186,"Heimattage Baden-Württemberg",124
2901,"Planiergerät",124
2979,"Naturalismus",124
4519,"Orientalistik",124
4955,"Militärregierung, französische",124
5992,"Maus",124
6511,"Kinderheim",124
8572,"Befreiungskriege <1813-1815>",124
8790,"Versammlungen",124
23411,"Grundgesetz",124
344,"Württembergische Kunstkammer; Rest-Organik",123
1437,"Brauchtum",123
1465,"Spanisch, Portugiesisch",123
5347,"Endstellentechnik",123
6182,"Festsaal",123
6740,"Stellenbesetzungen",123
7143,"Kindersolbad Bad Dürrheim",123
7813,"Brückenkran",123
14828,"Grabbeigabe",123
14844,"Zukunft",123
1408,"Containerfahrzeug",122
3172,"Zehnten",122
4252,"Haushalt",122
6907,"Tuch",122
8184,"330 - Wirtschaft",122
9283,"map",122
9452,"Kabel (Elektrotechnik)",122
11458,"Festungsplan",122
12095,"Fensterrahmung",122
13300,"Verkauf",122
